contributors_enabled,created_at,default_profile,default_profile_image,description,favourites_count,followers_count,friends_count,geo_enabled,lang,listed_count,location,name,profile_background_color,profile_background_image_url,profile_background_tile,profile_banner_url,profile_image_url,profile_link_color,profile_sidebar_fill_color,profile_text_color,protected,screen_name,status_created_at,status_hashtags,status_lang,statuses_count,text,time_zone,url,user_id,user_mentions,verified,follows_subject
False,Sat May 27 20:33:05 +0000 2017,True,False,"Scot living in Scotland,voted to stay in U.K. & voted to leave EU.Proud of both being Scottish & British & will defend who I am. Retweets are not endorsements",24519,850,1105,True,en,4,Scotland,Tina,F5F8FA,,False,https://pbs.twimg.com/profile_banners/868565742668697600/1512828244,http://pbs.twimg.com/profile_images/951579192768057345/AcKSSzCr_normal.jpg,1DA1F2,DDEEF6,333333,False,doveuu,Wed Jan 17 21:25:46 +0000 2018,[],en,21187,@PaulTatum4 @DVATW To clarify I never mentioned the religion of the person I really couldn’t care less what it is.… https://t.co/Z6X3iggfY4,,,868565742668697600,"[User(ID=4385844088, ScreenName=PaulTatum4), User(ID=19899606, ScreenName=DVATW)]",False,874376431949795330
False,Sat Jun 05 12:56:59 +0000 2010,True,False,big time maggot and all round good guy/cunt,3957,161,841,True,en,1,,cris,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/152239459/1399995975,http://pbs.twimg.com/profile_images/725264042936418305/iv5VRTW3_normal.jpg,1DA1F2,DDEEF6,333333,False,cris666maggot,Mon Feb 05 00:54:54 +0000 2018,[],und,2386,@TikkaMohSalah  https://t.co/Y9elTH98mX,,,152239459,"[User(ID=716267911762063360, ScreenName=TikkaMohSalah)]",False,874376431949795330
False,Fri Aug 05 14:05:10 +0000 2011,True,False,"Season ticket holder at the might spurs!!, A member of the wickford spurs!! And love a little vist to greggs!!",1204,109,286,True,en,2,Essex uk,lee coverdale,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/429056626675707905/EOGLRPrf_normal.jpeg,1DA1F2,DDEEF6,333333,False,CoverdaleLee,Wed Feb 07 14:40:48 +0000 2018,[],en,2328,"RT @BaronVonSaltpot: Liverpool fans in 2099, ""I'm telling you Kane dived"" https://t.co/oIxkfUWJzH",,,349071573,"[User(ID=374423364, ScreenName=BaronVonSaltpot)]",False,874376431949795330
False,Thu Jan 17 22:36:55 +0000 2013,False,False,,430,50,448,True,en,2,,james searing-i,000000,http://abs.twimg.com/images/themes/theme15/bg.png,False,https://pbs.twimg.com/profile_banners/1099454173/1515734971,http://pbs.twimg.com/profile_images/519663418815430656/vp858nhb_normal.png,1B95E0,000000,000000,False,searingi79,Thu Feb 08 12:39:43 +0000 2018,[],en,406,"@campbellclaret who elected you, Alistair?",London,,1099454173,"[User(ID=19644592, ScreenName=campbellclaret)]",False,874376431949795330
False,Mon May 02 16:45:04 +0000 2011,True,False,"Sales Director, Mojo Networks.  Sometimes Ironman, sometimes Ultra Marathoner, sometimes couch potato, live life hard!!",114,204,223,False,en,4,UK,Ian Walter,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/608941795213455360/q39kb0J-_normal.jpg,1DA1F2,DDEEF6,333333,False,ian_walter,Wed Feb 07 18:56:42 +0000 2018,[Hashtag(Text='FirstGreatWestern')],en,166,"#FirstGreatWestern You are an utter joke, late running train from Plymouth this evening and despite requiring a mor… https://t.co/DRSOCw3H9Y",Amsterdam,https://t.co/FxUkSyUolI,291798507,[],False,874376431949795330
False,Sun Nov 20 15:02:30 +0000 2011,True,True,,2,7,41,False,en,0,,John Ellwood,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,False,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,1DA1F2,DDEEF6,333333,False,northgateking,NaN,NaN,NaN,0,NaN,,,417115670,NaN,False,874376431949795330
False,Sat Apr 09 00:43:20 +0000 2016,False,False,"#AltRight Fighting the leftwing antiwhite hegemony in tweets

#WhiteUnity

EU=AntiEurope",10537,2035,4830,False,en,23,United States,European✺Revolution,000000,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/718600146619990017/1504560180,http://pbs.twimg.com/profile_images/904822764049121280/k_azIcUc_normal.jpg,334499,000000,000000,False,EuropeanRevolt,Thu Feb 08 18:57:44 +0000 2018,[],und,14620,RT @marcbrooks111: https://t.co/qUU9YckmRB,Pacific Time (US & Canada),,718600146619990017,"[User(ID=811635240573825025, ScreenName=marcbrooks111)]",False,874376431949795330
False,Sun Feb 12 14:21:02 +0000 2012,True,False,"Promises mean everything, but after they are broken, sorry means nothing. Views are my own. RT's are not an endorsement.",4922,153,152,True,en,4,"England, United Kingdom",DreGray,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/490390041/1506291017,http://pbs.twimg.com/profile_images/904794828680122369/KRho-GvR_normal.jpg,1DA1F2,DDEEF6,333333,False,andreagray58,Thu Feb 08 01:07:07 +0000 2018,[],en,8803,"RT @Michael_Heaver: So not only a lengthy transition period where nothing changes until the 2020s, but the EU want power to punish UK if we…",London,,490390041,"[User(ID=22800916, ScreenName=Michael_Heaver)]",False,874376431949795330
False,Thu Aug 26 11:06:54 +0000 2010,True,False,,51,2,35,False,en,0,"Hull, UK",VonnieP,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/183190067/1483991106,http://pbs.twimg.com/profile_images/455314509776044033/NDPbHWBn_normal.jpeg,1DA1F2,DDEEF6,333333,True,VonnieP10,NaN,NaN,NaN,15,NaN,,https://t.co/NAKgMGuFJH,183190067,NaN,False,874376431949795330
False,Thu Mar 23 00:27:50 +0000 2017,False,False,To see and not to speak is the greatest betrayal. Views are my own. RT's are not an endorsement.,5486,879,263,False,en,4,"England, United Kingdom",Andrea Gray ن,000000,http://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/844707221737017346/1506702380,http://pbs.twimg.com/profile_images/928183901591343105/bFJoSqmx_normal.jpg,B3009D,000000,000000,False,agrayukip,Thu Feb 08 18:40:52 +0000 2018,[],en,10197,@mikerobinson951 Imagine the outcry if we all started walking around in balaclavas,,https://t.co/M8IlYRBrsT,844707221737017346,"[User(ID=838119508380381185, ScreenName=mikerobinson951)]",False,874376431949795330
False,Mon Feb 02 07:39:59 +0000 2009,False,False,"Global Tech + #Prodmgmt Leader @Mercer $MMC 🤖🚀📱#Agile  #DesignThinking Innovator, Intrapreneur. #Fintech #HealthTech #HRTech #MarTech #AI. Christian.",9689,4088,4191,True,en,555,London/ Brighton,Christopher Lomas,373836,http://pbs.twimg.com/profile_background_images/540432539572117505/U-pIls7O.jpeg,True,https://pbs.twimg.com/profile_banners/19897450/1516205427,http://pbs.twimg.com/profile_images/953634047196049408/QYX7DZVc_normal.jpg,286ABE,001A3C,DBDC4F,False,calomas,Thu Feb 08 10:03:50 +0000 2018,"[Hashtag(Text='riseofrest'), Hashtag(Text='startups')]",en,10795,The latest Social and Mobile Media by @calomas! https://t.co/Qn9C7De51Q Thanks to @TempleSpa @RealKenMiller #riseofrest #startups,London,https://t.co/yS9cjL7pWP,19897450,"[User(ID=19897450, ScreenName=calomas), User(ID=72342393, ScreenName=TempleSpa), User(ID=2795551940, ScreenName=RealKenMiller)]",False,874376431949795330
